"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Fev/20";"Jan/20";"Dez/19";"Nov/19";"Out/19";"Set/19";"Ago/19";"Jul/19";"Jun/19";"Mai/19";"Abr/19";"Mar/19";"Competência";"Data de atualização"
"UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS (320838)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"0,00";"  22,76";"  22,61";"  22,46";"0,00";"0,00";"0,00";"0,00";"  22,27";"202002";"26/03/2020 09:14:21"
"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO (335517)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"   0,58";"   0,58";"   0,57";"0,00";"0,00";"   1,12";"   2,76";"   3,29";"   2,19";"202002";"26/03/2020 09:14:21"
"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO (322831)";"Médico Hospitalar";"Médio";"198";"204";"   0,35";"   0,33";"   0,30";"   0,57";"   0,28";"   0,28";"   0,28";"   0,57";"   0,57";"   0,57";"   0,28";"   0,57";"202002";"26/03/2020 09:14:21"
"UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA. (356581)";"Médico Hospitalar";"Pequeno";"173";"190";"   0,56";"   0,56";"   1,12";"   1,67";"   1,67";"   1,11";"   0,56";"   1,11";"   1,66";"   2,21";"   2,11";"   2,03";"202002";"26/03/2020 09:14:21"
"UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA. (301060)";"Médico Hospitalar";"Pequeno";"181";"174";"0,00";"   0,74";"   0,72";"   0,71";"0,00";"0,00";"   0,62";"   0,58";"   0,58";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED JI PARANÁ COOPERATIVA DE TRABALHO MÉDICO (347507)";"Médico Hospitalar";"Médio";"74";"106";"   2,53";"   1,76";"   2,25";"   2,98";"   2,72";"   2,71";"   1,96";"   1,46";"   0,48";"   0,96";"   2,37";"   2,36";"202002";"26/03/2020 09:14:21"
"UNIMED JOAÇABA COOPERATIVA DE TRABALHO MÉDICO (301744)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"0,00";"   0,57";"   1,12";"   1,12";"   0,56";"0,00";"   0,56";"   0,56";"   0,56";"202002";"26/03/2020 09:14:21"
"UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA. (352314)";"Médico Hospitalar";"Pequeno";"144";"160";"   1,03";"   1,03";"   0,52";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,52";"   1,05";"   1,06";"   1,06";"202002";"26/03/2020 09:14:21"
"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO (321044)";"Médico Hospitalar";"Grande";"52";"47";"   1,89";"   2,23";"   2,79";"   3,08";"   3,85";"   3,89";"   3,84";"   2,88";"   2,33";"   2,69";"   3,12";"   3,27";"202002";"26/03/2020 09:14:21"
"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA (306886)";"Médico Hospitalar";"Grande";"46";"59";"   2,23";"   1,62";"   1,39";"   1,78";"   2,02";"   2,28";"   1,67";"   2,25";"   1,61";"   1,78";"   1,22";"   1,63";"202002";"26/03/2020 09:14:21"
"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO (303267)";"Médico Hospitalar";"Médio";"142";"129";"   1,01";"   1,32";"   1,32";"   2,04";"   1,85";"   1,66";"   1,77";"   1,97";"   2,58";"   2,17";"   2,17";"   1,45";"202002";"26/03/2020 09:14:21"
"UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO (345458)";"Médico Hospitalar";"Médio";"148";"156";"   0,94";"   0,93";"   0,92";"0,00";"   0,46";"   0,45";"   0,45";"   0,45";"   0,45";"   0,90";"   0,89";"   1,33";"202002";"26/03/2020 09:14:21"
"UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA (386901)";"Médico Hospitalar";"Pequeno";"115";"195";"   1,57";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,60";"   1,59";"   3,17";"   3,15";"   3,15";"202002";"26/03/2020 09:14:21"
"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO (358088)";"Médico Hospitalar";"Médio";"75";"114";"   2,48";"   1,60";"   0,92";"   0,69";"   0,92";"   0,23";"   0,69";"   0,45";"   0,45";"   0,45";"   0,46";"   0,68";"202002";"26/03/2020 09:14:21"
"UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA (303356)";"Médico Hospitalar";"Médio";"95";"122";"   1,84";"   1,43";"   1,43";"   2,46";"   2,62";"   2,80";"   1,63";"   1,80";"   2,12";"   2,45";"   2,48";"   1,88";"202002";"26/03/2020 09:14:21"
"UNIMED LITORAL SUL/RS - COOPERATIVA MÉDICA LTDA. (300136)";"Médico Hospitalar";"Médio";"113";"126";"   1,34";"   1,34";"   1,01";"   0,99";"   0,98";"   0,96";"   0,96";"   0,96";"   0,97";"   0,97";"   0,98";"   0,99";"202002";"26/03/2020 09:14:21"
"UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO (327689)";"Médico Hospitalar";"Grande";"32";"36";"   3,53";"   3,63";"   3,17";"   2,89";"   3,19";"   3,77";"   4,34";"   4,67";"   4,33";"   4,17";"   4,00";"   3,58";"202002";"26/03/2020 09:14:21"
"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO (354678)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,26";"   1,27";"   1,28";"   1,28";"   1,29";"   2,56";"202002";"26/03/2020 09:14:21"
"UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA. (321087)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"   2,23";"   2,22";"   4,44";"   2,21";"   3,31";"   2,19";"   3,28";"   3,27";"   2,17";"202002";"26/03/2020 09:14:21"
"UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO (318566)";"Médico Hospitalar";"Pequeno";"113";"113";"   1,58";"   2,10";"   1,05";"   1,58";"   3,17";"   4,75";"   5,79";"   6,83";"   7,38";"   6,90";"   7,51";"   5,96";"202002";"26/03/2020 09:14:21"
"UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311618)";"Médico Hospitalar";"Médio";"175";"218";"   0,49";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,47";"   0,95";"   0,96";"   0,49";"202002";"26/03/2020 09:14:21"
"UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA. (304051)";"Médico Hospitalar";"Médio";"12";"14";"  10,03";"   9,97";"   9,27";"  10,59";"  10,83";"  10,91";"   8,83";"   8,10";"   6,61";"   6,39";"   6,71";"   7,82";"202002";"26/03/2020 09:14:21"
"UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO (342157)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA (368148)";"Médico Hospitalar";"Pequeno";"97";"120";"   1,99";"   1,99";"0,00";"   0,99";"   0,99";"   3,92";"   2,93";"   3,90";"   3,89";"   4,82";"   3,83";"   0,95";"202002";"26/03/2020 09:14:21"
"UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO (335592)";"Médico Hospitalar";"Grande";"33";"27";"   3,43";"   4,57";"   4,83";"   6,16";"   6,12";"   5,68";"   4,24";"   3,80";"   2,93";"   3,21";"   2,87";"   3,52";"202002";"26/03/2020 09:14:21"
"UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS (328294)";"Médico Hospitalar";"Médio";"171";"151";"   0,51";"   0,99";"   0,96";"   0,74";"   0,49";"   1,00";"   1,91";"   1,68";"   1,44";"   0,73";"   0,74";"   0,25";"202002";"26/03/2020 09:14:21"
"UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA. (325571)";"Médico Hospitalar";"Grande";"67";"72";"   0,73";"   0,39";"   0,64";"   0,64";"   0,98";"   0,69";"   0,84";"   0,79";"   1,09";"   1,00";"   1,00";"   0,80";"202002";"26/03/2020 09:14:21"
"UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO. (371629)";"Médico Hospitalar";"Médio";"191";"153";"   0,39";"   0,98";"   1,38";"   2,57";"   2,79";"   3,61";"   2,63";"   3,05";"   2,46";"   2,47";"   1,65";"   1,03";"202002";"26/03/2020 09:14:21"
"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA (315494)";"Médico Hospitalar";"Pequeno";"145";"162";"   1,03";"   1,01";"   1,00";"0,00";"0,00";"0,00";"0,00";"   1,05";"   1,08";"   2,22";"   1,13";"   1,14";"202002";"26/03/2020 09:14:21"
"UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO . (365777)";"Médico Hospitalar";"Pequeno";"75";"82";"   3,20";"   3,19";"   3,18";"   1,27";"0,00";"   1,95";"   1,99";"   2,04";"   0,68";"   0,68";"   0,68";"   3,40";"202002";"26/03/2020 09:14:21"
"UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA (360414)";"Médico Hospitalar";"Pequeno";"155";"195";"   0,93";"0,00";"0,00";"   1,85";"   2,77";"   6,45";"   4,60";"   4,59";"   0,92";"   2,75";"   3,66";"   6,40";"202002";"26/03/2020 09:14:21"
"UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (357260)";"Médico Hospitalar";"Médio";"212";"198";"   0,20";"   0,39";"   0,59";"   0,58";"   0,39";"   0,60";"   0,40";"   0,99";"   0,58";"   0,59";"0,00";"   0,20";"202002";"26/03/2020 09:14:21"
"UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO (371777)";"Médico Hospitalar";"Médio";"169";"206";"   0,60";"   0,30";"   0,90";"   1,51";"   2,42";"   2,73";"   2,73";"   2,13";"   1,83";"   1,53";"   1,53";"   0,92";"202002";"26/03/2020 09:14:21"
"UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO (353663)";"Médico Hospitalar";"Médio";"85";"98";"   1,97";"   1,98";"   2,77";"   3,42";"   3,93";"   3,17";"   3,21";"   4,38";"   4,92";"   4,34";"   3,04";"   1,88";"202002";"26/03/2020 09:14:21"
"UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO (358282)";"Médico Hospitalar";"Pequeno";"119";"135";"   1,43";"   1,43";"   2,88";"   1,45";"   2,91";"   1,46";"   5,84";"   5,85";"   5,84";"   1,45";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO (312592)";"Médico Hospitalar";"Pequeno";"180";"195";"   0,50";"0,00";"   2,53";"   2,55";"   2,54";"   0,51";"   0,51";"   1,01";"   0,50";"   0,50";"   0,50";"   1,00";"202002";"26/03/2020 09:14:21"
"UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (323055)";"Médico Hospitalar";"Pequeno";"174";"126";"   0,56";"   1,67";"   1,67";"   1,67";"   1,11";"   0,56";"   1,12";"   1,12";"   1,12";"   1,12";"   0,56";"   0,56";"202002";"26/03/2020 09:14:21"
"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO (366064)";"Médico Hospitalar";"Pequeno";"124";"138";"   1,35";"   1,35";"   1,35";"   0,68";"   0,68";"   2,70";"   4,06";"   3,40";"   2,05";"   0,68";"   0,68";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO (324213)";"Médico Hospitalar";"Médio";"1";"1";" 389,57";" 368,34";" 243,05";" 146,85";" 116,18";"  87,51";"  75,28";"  51,41";"  58,11";"  55,35";"  48,32";"  39,37";"202002";"26/03/2020 09:14:21"
"UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA. (335479)";"Médico Hospitalar";"Médio";"20";"21";"   7,39";"   7,86";"   9,00";"  10,80";"  11,21";"  12,58";"  12,49";"  12,90";"  11,65";"  11,46";"  11,74";"  13,07";"202002";"26/03/2020 09:14:21"
"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO (344397)";"Médico Hospitalar";"Médio";"51";"61";"   4,00";"   4,01";"   4,14";"   5,42";"   4,64";"   5,02";"   3,86";"   3,97";"   4,32";"   4,04";"   3,87";"   2,75";"202002";"26/03/2020 09:14:21"
"UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO (362140)";"Médico Hospitalar";"Médio";"61";"31";"   3,37";"   6,09";"  21,80";"  22,43";"  19,47";"   4,14";"   3,11";"   3,13";"   3,16";"   4,67";"   4,38";"   3,34";"202002";"26/03/2020 09:14:21"
"UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO (309907)";"Médico Hospitalar";"Médio";"90";"92";"   1,88";"   2,12";"   1,17";"   0,85";"   1,13";"   2,25";"   3,10";"   2,80";"   2,52";"   2,80";"   3,65";"   3,38";"202002";"26/03/2020 09:14:21"
"UNIMED PALMEIRA DOS ÍNDIOS COOPERATIVA DE TRABALHO MÉDICO (369233)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"   1,70";"   1,70";"   3,39";"   1,70";"   1,70";"   1,70";"   3,39";"   3,39";"   1,69";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA. (304344)";"Médico Hospitalar";"Médio";"182";"188";"   0,44";"   0,45";"   0,91";"   0,92";"   1,39";"   2,78";"   2,33";"   2,34";"   0,94";"   0,95";"   0,48";"   0,95";"202002";"26/03/2020 09:14:21"
"UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO (324523)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"   6,34";"   6,31";"   6,31";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED PATO BRANCO COOPERATIVA DE TRABALHO MEDICO (370681)";"Médico Hospitalar";"Médio";"167";"174";"   0,65";"   0,65";"   0,65";"   0,44";"   0,44";"   0,45";"   0,45";"   0,90";"   0,68";"   1,15";"   0,46";"   0,94";"202002";"26/03/2020 09:14:21"
"UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO (336467)";"Médico Hospitalar";"Pequeno";"44";"49";"   8,25";"   8,21";"   8,16";"   4,06";"   4,05";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA. (353060)";"Médico Hospitalar";"Médio";"64";"69";"   3,18";"   3,20";"   3,22";"   4,07";"   4,11";"   4,42";"   3,91";"   4,23";"   4,55";"   5,73";"   4,90";"   3,53";"202002";"26/03/2020 09:14:21"
"UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA. (355593)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"   1,01";"   1,01";"   1,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311375)";"Médico Hospitalar";"Médio";"83";"79";"   2,10";"   2,72";"   2,44";"   4,60";"   4,00";"   4,29";"   2,75";"   4,27";"   3,98";"   3,37";"   1,84";"   0,92";"202002";"26/03/2020 09:14:21"
"UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO (323993)";"Médico Hospitalar";"Médio";"123";"116";"   1,26";"   1,57";"   1,57";"   1,89";"   2,83";"   4,06";"   3,73";"   2,16";"   1,52";"   3,00";"   3,25";"   3,53";"202002";"26/03/2020 09:14:21"
"UNIMED PLANALTO - COOPERATIVA DE TRABALHO MÉDICO (310131)";"Médico Hospitalar";"Pequeno";"32";"39";"  11,99";"  11,84";"  10,79";"  11,61";"  13,37";"  14,99";"  14,83";"  15,67";"  11,85";"  11,65";"   8,81";"  10,45";"202002";"26/03/2020 09:14:21"
"UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA. (362832)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED PLANALTO MÉDIO- COOPERATIVA DE SERVIÇOS MÉDICOS LTDA (319384)";"Médico Hospitalar";"Médio";"199";"202";"   0,35";"   0,35";"   0,70";"   1,40";"   2,10";"   2,10";"   1,75";"   1,40";"   1,40";"   1,40";"   1,75";"   1,40";"202002";"26/03/2020 09:14:21"
"UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS (316148)";"Médico Hospitalar";"Médio";"128";"157";"   1,22";"   0,91";"   1,22";"   2,13";"   2,75";"   2,75";"   1,53";"   0,92";"   0,92";"   0,61";"   0,92";"   0,61";"202002";"26/03/2020 09:14:21"
"UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO (349712)";"Médico Hospitalar";"Médio";"165";"165";"   0,68";"   0,81";"   1,22";"   1,75";"   1,74";"   1,88";"   1,75";"   1,75";"   1,76";"   1,23";"   1,37";"   0,96";"202002";"26/03/2020 09:14:21"
"UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO (353876)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA (343722)";"Médico Hospitalar";"Pequeno";"92";"111";"   2,17";"   2,17";"   4,34";"   2,16";"   2,17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA. (352501)";"Médico Hospitalar";"Grande";"65";"64";"   1,02";"   1,10";"   1,11";"   1,38";"   1,44";"   1,70";"   1,70";"   1,66";"   1,35";"   1,09";"   0,99";"   1,07";"202002";"26/03/2020 09:14:21"
"UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA (337374)";"Médico Hospitalar";"Médio";"59";"74";"   3,56";"   3,01";"   2,75";"   3,05";"   3,33";"   3,88";"   3,88";"   3,05";"   3,32";"   2,77";"   3,33";"   2,50";"202002";"26/03/2020 09:14:21"
"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO (344885)";"Médico Hospitalar";"Grande";"13";"12";"   6,51";"   7,93";"   9,66";"  10,17";"  10,47";"   9,32";"   8,25";"   8,21";"   7,78";"   7,17";"   6,25";"   5,84";"202002";"26/03/2020 09:14:21"
"UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (350648)";"Médico Hospitalar";"Pequeno";"181";"115";"0,00";"   2,06";"   4,12";"   4,10";"   4,10";"   4,11";"   4,11";"   4,04";"   1,97";"   1,93";"   1,92";"   1,92";"202002";"26/03/2020 09:14:21"
"UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (328375)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,11";"202002";"26/03/2020 09:14:21"
"UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (353698)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,08";"   2,08";"   4,14";"   2,06";"   2,05";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO (311847)";"Médico Hospitalar";"Médio";"155";"161";"   0,86";"   0,86";"   0,98";"   1,35";"   1,46";"   1,34";"   0,85";"   0,73";"   0,48";"   0,97";"   0,84";"   1,09";"202002";"26/03/2020 09:14:21"
"UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO  (306100)";"Médico Hospitalar";"Médio";"162";"169";"   0,71";"   0,71";"   0,71";"   0,36";"   0,36";"   0,72";"   0,36";"   0,72";"   0,72";"   1,09";"   1,45";"   1,82";"202002";"26/03/2020 09:14:21"
"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO (316458)";"Médico Hospitalar";"Pequeno";"84";"95";"   2,58";"   2,59";"   2,60";"   2,62";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO (313475)";"Médico Hospitalar";"Pequeno";"51";"55";"   6,60";"   6,48";"   6,37";"   6,24";"   6,20";"   6,20";"0,00";"0,00";"0,00";"   6,21";"   6,19";"   6,16";"202002";"26/03/2020 09:14:21"
"UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO (306762)";"Médico Hospitalar";"Médio";"195";"200";"   0,37";"   0,37";"   0,36";"   1,05";"   1,03";"   2,07";"   1,38";"   1,38";"   0,35";"   0,35";"   0,70";"   0,70";"202002";"26/03/2020 09:14:21"
"UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO (371254)";"Médico Hospitalar";"Grande";"58";"60";"   1,62";"   1,56";"   1,70";"   2,20";"   2,64";"   2,43";"   2,01";"   1,58";"   2,23";"   2,51";"   3,01";"   2,94";"202002";"26/03/2020 09:14:21"
"UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA (305472)";"Médico Hospitalar";"Médio";"202";"205";"   0,32";"   0,32";"   0,64";"   0,96";"   1,29";"   0,97";"   0,65";"   0,65";"   0,65";"   0,33";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO (330566)";"Médico Hospitalar";"Pequeno";"117";"133";"   1,53";"   1,53";"   2,05";"   2,05";"   1,54";"   1,03";"   2,08";"   2,09";"   2,62";"   1,58";"   2,12";"   1,60";"202002";"26/03/2020 09:14:21"
"UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA (337871)";"Médico Hospitalar";"Médio";"33";"28";"   5,60";"   6,79";"   6,79";"   7,59";"   8,80";"   7,23";"   5,64";"   4,85";"   6,49";"   6,89";"   5,26";"   4,45";"202002";"26/03/2020 09:14:21"
"UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO (320251)";"Médico Hospitalar";"Médio";"130";"123";"   1,21";"   1,40";"   1,79";"   2,19";"   3,20";"   3,20";"   2,80";"   2,00";"   2,82";"   3,25";"   3,90";"   4,13";"202002";"26/03/2020 09:14:21"
"UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA (359777)";"Médico Hospitalar";"Médio";"82";"86";"   2,20";"   2,21";"   3,32";"   3,33";"   2,88";"   2,42";"   1,32";"   1,55";"   0,88";"   1,31";"   1,08";"   2,14";"202002";"26/03/2020 09:14:21"
"UNIMED SALTO/ITU -  COOPERATIVA MÉDICA (346276)";"Médico Hospitalar";"Médio";"84";"105";"   2,08";"   1,76";"   1,97";"   2,69";"   2,33";"   2,49";"   1,60";"   1,60";"   2,49";"   2,66";"   3,21";"   1,97";"202002";"26/03/2020 09:14:21"
"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (319708)";"Médico Hospitalar";"Médio";"215";"218";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,67";"   0,67";"   1,11";"   0,44";"   0,44";"   0,22";"202002";"26/03/2020 09:14:21"
"UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO (354031)";"Médico Hospitalar";"Médio";"122";"147";"   1,26";"   1,05";"   0,73";"   0,73";"   0,73";"   0,52";"   0,63";"   1,05";"   1,16";"   1,16";"   0,94";"   0,73";"202002";"26/03/2020 09:14:21"
"UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO (323926)";"Médico Hospitalar";"Médio";"215";"192";"0,00";"   0,43";"   2,60";"   3,03";"   2,60";"   1,30";"   0,87";"   2,18";"   1,75";"   1,76";"   1,76";"   1,32";"202002";"26/03/2020 09:14:21"
"UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA. (327638)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"   1,56";"   1,56";"   1,57";"0,00";"   1,56";"   3,13";"   3,14";"   1,58";"0,00";"0,00";"202002";"26/03/2020 09:14:21"
"UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO (335100)";"Médico Hospitalar";"Grande";"41";"43";"   2,55";"   2,50";"   2,73";"   3,02";"   3,08";"   3,48";"   3,37";"   3,45";"   2,41";"   2,57";"   2,39";"   2,43";"202002";"26/03/2020 09:14:21"
"UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO (331872)";"Médico Hospitalar";"Grande";"35";"41";"   3,19";"   2,94";"   3,17";"   3,64";"   3,92";"   3,64";"   3,66";"   3,48";"   3,86";"   3,94";"   4,41";"   4,04";"202002";"26/03/2020 09:14:21"
"UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO (370088)";"Médico Hospitalar";"Médio";"163";"181";"   0,70";"   0,53";"   0,52";"   0,17";"   0,17";"0,00";"   0,17";"   0,17";"   0,17";"0,00";"0,00";"   0,17";"202002";"26/03/2020 09:14:21"
"UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO (327352)";"Médico Hospitalar";"Pequeno";"181";"195";"0,00";"0,00";"0,00";"   3,11";"   3,12";"   3,13";"0,00";"   1,58";"   3,16";"   3,16";"   4,73";"   4,74";"202002";"26/03/2020 09:14:21"
"UNIMED SAÚDE E ODONTO S.A (416801)";"Médico Hospitalar";"Grande";"73";"73";"   0,34";"   0,32";"   0,30";"   0,51";"   0,54";"   0,68";"   0,48";"   0,45";"   0,43";"   0,52";"   0,53";"   0,56";"202002";"26/03/2020 09:14:21"
"UNIMED SEGUROS SAÚDE S/A (000701)";"Médico Hospitalar";"Grande";"28";"30";"   4,22";"   4,33";"   4,29";"   5,08";"   5,35";"   5,40";"   5,29";"   5,01";"   4,98";"   4,59";"   4,41";"   3,93";"202002";"26/03/2020 09:14:21"
